Type,MimeType,Supplier,Author,Publisher,Group,Name,Version,Scope,LicenseExpressions,LicenseNames,Copyright,Cpe,Purl,Modified,SwidTagId,SwidName,SwidVersion,SwidTagVersion,SwidPatch,SwidTextContentType,SwidTextEncoding,SwidTextContent,SwidUrl,MD5,SHA-1,SHA-256,SHA-384,SHA-512,SHA3-256,SHA3-384,SHA3-512,BLAKE2b-256,BLAKE2b-384,BLAKE2b-512,BLAKE3,Streebog-256,Streebog-512,Description
Library,,,,,,vite-plugin-istanbul,7.2.1,optional,MIT,,,,pkg:npm/vite-plugin-istanbul@7.2.1,,,,,,,,,,,,,,,0d23e2e2e96f62c8e73f8e2c4c8e68ae2368b1b33413a9b7ba80b18ddc5ba13b55cf14a4170703cb7fc99d260a79b8ebf994e827054b4e6b3ed82334ae66dbcd,,,,,,,,,,
Library,,,,,@types,babel__generator,7.6.8,optional,MIT,,,,pkg:npm/%40types/babel__generator@7.6.8,,,,,,,,,,,,,,,012b23fada440ec12216bd5aad6ae537a57799d7e344c66de8bb4afd5a7f92b7852e7af9407e7e0e1bc3e6720d6195f3c09bd7786abed398945dc03356ba96b7,,,,,,,,,,
Library,,,,,,espree,10.4.0,optional,BSD-2-Clause,,,,pkg:npm/espree@10.4.0,,,,,,,,,,,,,,,8fa3c0436b94afbf4f6610633f90b97e197c7b7f459919ce8ec0f99469d6ac553c8b61bbefab412bbfa73fc2ae4144d3c80654c1f42a5c082b547e4c6c7f4261,,,,,,,,,,
Library,,,,,,eslint-visitor-keys,4.2.1,optional,Apache-2.0,,,,pkg:npm/eslint-visitor-keys@4.2.1,,,,,,,,,,,,,,,521764e6c7ea71e7bff47feb08e262918cfaee8d1ad93c3684644f386d98d51d9d83b6eb45ed6e1b4c9a3500c7bbe4cefee40f17fe5e09aa6f612987523b7b25,,,,,,,,,,
Library,,,,,,source-map,0.7.6,optional,BSD-3-Clause,,,,pkg:npm/source-map@0.7.6,,,,,,,,,,,,,,,8b9bafb7c0b78a489678d65255935671f64f22d1503ac6135003a47143c677c0ea0f2d6e3948a48ede5d1beb91970caf475d3c15bf4339de06bd77d3d0ddbfb9,,,,,,,,,,
Library,,,,,,test-exclude,7.0.1,optional,ISC,,,,pkg:npm/test-exclude@7.0.1,,,,,,,,,,,,,,,a4562a993c3af0b5d58de5893124f8f9ba2b8103f603230d6e0d41a5987d2dbca151e36479a3c5f60cdf3c65009d2315dea3d87565300c88e308b8920ce97bbe,,,,,,,,,,
Library,,,,,,vitest,4.0.16,required,MIT,,,,pkg:npm/vitest@4.0.16,,,,,,,,,,,,,,,138b7b0c9f691122fa13723c9c58cf6b8c4651ddcf9a25832ec0f3b52daa5d22567c7b5b427c005b295a06f48d638f08defafc3d3a88665c8af13137577080e1,,,,,,,,,,
Library,,,,,@vitest,expect,4.0.16,optional,MIT,,,,pkg:npm/%40vitest/expect@4.0.16,,,,,,,,,,,,,,,7ac86a50b4f622decc71a2644062e43e33e336987eb9ebd1386b88309746dd5fb4052476c3dbba27d2f0bbe13c70ae5311395fa2ef064628e169f20c857b2298,,,,,,,,,,
Library,,,,,@types,chai,5.2.3,optional,MIT,,,,pkg:npm/%40types/chai@5.2.3,,,,,,,,,,,,,,,330e79f28780f5f15bbfae7fcb8987b570ecf5b3e714c6402ff8f174f154a4e1c72175fdd667201076d2e4b6a1afea7064547c03b19095e456788e9c1850b650,,,,,,,,,,
Library,,,,,@types,deep-eql,4.0.2,optional,MIT,,,,pkg:npm/%40types/deep-eql@4.0.2,,,,,,,,,,,,,,,73d87d75554c8a030f7386f04ef0b9771aada8967040f78fb168cf96948e9e88dba2bea91aa764e78d657c0ec0a8542be6907505176ad23b98f5d6fcd41c3217,,,,,,,,,,
Library,,,,,,assertion-error,2.0.1,optional,MIT,,,,pkg:npm/assertion-error@2.0.1,,,,,,,,,,,,,,,2338bc45071f7ea09e3558058a02a58b5b2c92521ba479c261ce809275c662807a82b26ac9e6f2ee3bf5d895108264c09c80e76dc935bb192c4f87733773d604,,,,,,,,,,
Library,,,,,@vitest,spy,4.0.16,optional,MIT,,,,pkg:npm/%40vitest/spy@4.0.16,,,,,,,,,,,,,,,e2320e5a328fd1951a126266d3413470e04b53ee5613406978daf75cde93105d3996dae8e8d26a1d6c570f4900f3f65cf0d876dc04fc590c70346f967913aea7,,,,,,,,,,
Library,,,,,@vitest,utils,4.0.16,optional,MIT,,,,pkg:npm/%40vitest/utils@4.0.16,,,,,,,,,,,,,,,87ccfdc98855dded4b11f690df3772a48ae7020ffd860b917866684bb1a5d1a046e71800e35d3306a102aa6685ffe4644e0811b1f9f37355da00703a6e652e7c,,,,,,,,,,
Library,,,,,@vitest,pretty-format,4.0.16,optional,MIT,,,,pkg:npm/%40vitest/pretty-format@4.0.16,,,,,,,,,,,,,,,78d09836c4adcbdc492a2fd47550fc3aed7a6a5bbb018892d9f08f46cd1bd4e76126257cf5bb805d02e94db7be5fc57d2faaabb3d0aacaf53b39a028a4960fb0,,,,,,,,,,
Library,,,,,,tinyrainbow,3.0.3,optional,MIT,,,,pkg:npm/tinyrainbow@3.0.3,,,,,,,,,,,,,,,3d291b2d4a313854732588e3c4726df71ae8ec3fa28a580c5ff0bd95ac3356e62221d722861f435e65626c17bc966705ad18bf57394f8c1c5b37bac7db8abcfd,,,,,,,,,,
Library,,,,,,chai,6.2.2,optional,MIT,,,,pkg:npm/chai@6.2.2,,,,,,,,,,,,,,,3543d196e39f3a24ca04abd63ed483e0f845bd60aa3a2d01192b4d5ace7b5fd8eced7193a6b4a6168cf9174b56851e163e335e47d8d7a9d0bbfd4a522539e546,,,,,,,,,,
Library,,,,,@vitest,mocker,4.0.16,optional,MIT,,,,pkg:npm/%40vitest/mocker@4.0.16,,,,,,,,,,,,,,,c9bea4e0067125307eabdc9c02fb28c469fe8ffa68d1468f81a8e594182dd4fce8300026246605743934b827117316f706b304df823abbc80765342592a499a6,,,,,,,,,,
Library,,,,,,vite,7.3.1,optional,MIT,,,,pkg:npm/vite@7.3.1,,,,,,,,,,,,,,,c3e37b1e27e97378118d9eb7bd8057039e9dbef46535645ccd376608105af82a2d53300f7f96fb60c74c47ff024287981392d7dd6e308fa4584e0a279b56fd0c,,,,,,,,,,
Library,,,,,,esbuild,0.27.2,optional,MIT,,,,pkg:npm/esbuild@0.27.2,,,,,,,,,,,,,,,1f23502269ec382ed7f4f30d68221e026e08482417b396b961ab135d59622afe2eb81a3574aac6d00fae412f0ce5e5e354c9cb8375a05da2afa6b1e514941f7f,,,,,,,,,,
Library,,,,,@esbuild,aix-ppc64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/aix-ppc64@0.27.2,,,,,,,,,,,,,,,199301f9ad2638c66ce0ca436e3f11269e1cc3ec35595e4d603eb1ce0bf3509e449368deaf07ced9e003c88e84c43494103fb55fc68c6de81a86c262fbc9a0a7,,,,,,,,,,
Library,,,,,@esbuild,android-arm,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/android-arm@0.27.2,,,,,,,,,,,,,,,0d5348f2394f6bb5236ebd728d4d8f7d4491b405193c6f48d51c16e05e31141d489a2bb6a27d000e223f737b5df8a983b5528d6e2fa77df18340c7dc20c93020,,,,,,,,,,
Library,,,,,@esbuild,android-arm64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/android-arm64@0.27.2,,,,,,,,,,,,,,,a6fcfc659ee8b7f441a617fc7efeb496399aa3274f535d95b971c89ad02cd1784b2f0f845c18b604b7b7398481b25478aebc87bf0796e609a4285c13885cba28,,,,,,,,,,
Library,,,,,@esbuild,android-x64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/android-x64@0.27.2,,,,,,,,,,,,,,,cfc0279380728784c924e878c29cfc836bc3cbbe7314bd13959964524130617b8f4a05fccb37a9e7dea7ea64fbf74e6403db8766c7ffa3638966e6e5da5dccec,,,,,,,,,,
Library,,,,,@esbuild,darwin-arm64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/darwin-arm64@0.27.2,,,,,,,,,,,,,,,75abc20f665cf349f30d54705d37103ffdbc7e225b70ec2f76894bd2c3a23ac6f005aef691e826554d16ae1d4c62b6ee08bf7c3a6a7975585015644a47664096,,,,,,,,,,
Library,,,,,@esbuild,darwin-x64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/darwin-x64@0.27.2,,,,,,,,,,,,,,,671b628ce9a54020561b06d59b0385fd40b3b8621b524a81d5f69045fe5a9109b1449d6e8eeb16b1bdc255f93ff6264aaf62f948c539c0f062d5459bbcbf9540,,,,,,,,,,
Library,,,,,@esbuild,freebsd-arm64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/freebsd-arm64@0.27.2,,,,,,,,,,,,,,,952ffd08dfab82a43d733a20c6531c04c19dfa5f10dcd8f5305430059272a04288e745c6c70bb3ce761dc1c6afea5a4e1afe41a9a657aaf052881fe4279a29fa,,,,,,,,,,
Library,,,,,@esbuild,freebsd-x64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/freebsd-x64@0.27.2,,,,,,,,,,,,,,,b407eab4d61be1880f9c994416ee1cdb5d8762341648eff0fe1fe541a04aed16f01889013ae34a408f6da96cf1ed6b69edb4cf6860ba309bd623ad3c3f7c1760,,,,,,,,,,
Library,,,,,@esbuild,linux-arm,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/linux-arm@0.27.2,,,,,,,,,,,,,,,bd67eae0668830ff4021ee328f56545b5f110e1c7a10f40a8f07bb9fc05b21e705b42406e027c719a1ee87b7dd7eafb2dcb200daf192fe8f590465712038bd87,,,,,,,,,,
Library,,,,,@esbuild,linux-arm64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/linux-arm64@0.27.2,,,,,,,,,,,,,,,858c4df29afae8db020a2445907500b31ca534e70041ac524a41cc323729c74b22d77b752c71698712595221b0a230756bf1dde4e88f22a0dd5ce3626ba6e14f,,,,,,,,,,
Library,,,,,@esbuild,linux-ia32,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/linux-ia32@0.27.2,,,,,,,,,,,,,,,309b7905145249c3c3c06da12de95884000a87d8a68c72b9f8d13fb6f9d12db22a5166bed04f4de1634c8e6a7f9175cf1d91aa3cbc60830561cfb40ff024d1f3,,,,,,,,,,
Library,,,,,@esbuild,linux-loong64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/linux-loong64@0.27.2,,,,,,,,,,,,,,,96e8321756ad9c04f8eb768ee8a3ec8550892b9360467538c9bdc552e9b2573f9c1af65ba27b4183378614ed6717e74fb9e1c3dfaedad995ded4db549008ceb6,,,,,,,,,,
Library,,,,,@esbuild,linux-mips64el,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/linux-mips64el@0.27.2,,,,,,,,,,,,,,,9e53f623a02b1017b0bc9da08ebae4112119901e66228693b30baa34546ffd661df804ed5297bd634f519c9be0bdd6a0ee17b439680465686f892d4e4ce2a2c7,,,,,,,,,,
Library,,,,,@esbuild,linux-ppc64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/linux-ppc64@0.27.2,,,,,,,,,,,,,,,0bdda09e97b2eed51038daa0d67e9d2956f1defa612ad4c725a346d8e93d946c1b66297a0eb7f279c32ca7d0ab99719026667b8a2557bef647e8c97984be9775,,,,,,,,,,
Library,,,,,@esbuild,linux-riscv64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/linux-riscv64@0.27.2,,,,,,,,,,,,,,,07904e9a88cdb54c8df005e52b4409caf8c46645b0cbf14abda9244c30b3897f79028c0b64a47a6820e11bb2de17bb8c097109ab06bc05e8f3e4b4cf626f00bc,,,,,,,,,,
Library,,,,,@esbuild,linux-s390x,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/linux-s390x@0.27.2,,,,,,,,,,,,,,,a786e6f7ec2c3f0ba9e59f1fe04a5f37adea35a810e3b51adb39daa861fa6ea2e5989e1bc7ded8f4976ac60199e98f315538b1527124a0a4877294650e736be7,,,,,,,,,,
Library,,,,,@esbuild,linux-x64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/linux-x64@0.27.2,,,,,,,,,,,,,,,bb0a764e2a7968f987f8d454c1371f2dbf96df65978e915e8d320e599170fefeff2a7a420ca1baeaee032dcbab4298984e263043d07b28e78c26f2c2bbf3af6c,,,,,,,,,,
Library,,,,,@esbuild,netbsd-arm64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/netbsd-arm64@0.27.2,,,,,,,,,,,,,,,2a3e838819705eb3ec0910de46f18051bfcb36b0404ab7ea008a24fb10742f12bc087ab1674dfbbe2175dee81fb08a5e3c7f77997ef17c9a7dedcc83b9367773,,,,,,,,,,
Library,,,,,@esbuild,netbsd-x64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/netbsd-x64@0.27.2,,,,,,,,,,,,,,,1f018367454b54163763e370d097b1672f68fe75005aaf4c955edc6a1a5a5ca5ba4cecdf567a37cb7fccf066bcbbc62bec695d2cea2fdbbc620a7a9165fd2d08,,,,,,,,,,
Library,,,,,@esbuild,openbsd-arm64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/openbsd-arm64@0.27.2,,,,,,,,,,,,,,,0cd2071f604f439e79d40ee84870f408a6f0200fcec7bfbbf3f01691b4b94284736aa95ebf6b856b27d2c6aebc124a2707e20a8e2bb1045a15f04489cbc6ce1c,,,,,,,,,,
Library,,,,,@esbuild,openbsd-x64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/openbsd-x64@0.27.2,,,,,,,,,,,,,,,fe2b7bc3d35befed0a148ce36a5349551e5b3b303d55acbec883cb5477c84181bf8fe8fd5531fce1a341f04c4628f5380337da12f37dfd5e0757e17ebe8f0e12,,,,,,,,,,
Library,,,,,@esbuild,openharmony-arm64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/openharmony-arm64@0.27.2,,,,,,,,,,,,,,,2d105b0a6894e752177de5e4e7d72cb97fda49a4e8786ef0e3c9ccc00eb4e3d638278f956d600b02e5dcb3ea9c0f4e2b1c3b9209244a76663adecaee0d2e6a6a,,,,,,,,,,
Library,,,,,@esbuild,sunos-x64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/sunos-x64@0.27.2,,,,,,,,,,,,,,,90cb71d72a891d39aa6aa1cf0332820240da2ac7df99790f1d38527d1c191b2baac88781bdfd3c292b185e5f9a6dfe470c03cc2483e76c17d7bcfd990b64df1e,,,,,,,,,,
Library,,,,,@esbuild,win32-arm64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/win32-arm64@0.27.2,,,,,,,,,,,,,,,61a7fbf0efc1dca921fa728005417ef9bbc9bf9223a32f40375c30f74e2b3976452d655ce4e2ce7cbe7a5be0bc17dc67e494196b7517ea6f8892d26721bd498e,,,,,,,,,,
Library,,,,,@esbuild,win32-ia32,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/win32-ia32@0.27.2,,,,,,,,,,,,,,,22ec2cd24c68e32bac93bb30ef45dad84da29995391e88b1cf17c609dc7005d8620e0b7dbd7f55502061a9cc18effba1fffefc03584c92444e309abd976ee82d,,,,,,,,,,
Library,,,,,@esbuild,win32-x64,0.27.2,optional,MIT,,,,pkg:npm/%40esbuild/win32-x64@0.27.2,,,,,,,,,,,,,,,b11754d7c99c29fec5f98821788ff319fe5a9596ad3144ca8ff8cd4ba97be387fdbb7585bb8bfbb7071423dbeee2692717863d68395b94889ed0833ee71c5aa9,,,,,,,,,,
Library,,,,,@vitest,runner,4.0.16,optional,MIT,,,,pkg:npm/%40vitest/runner@4.0.16,,,,,,,,,,,,,,,5561039b95aff71128f3472d8ce45c4d0449e77f4418f0773dbf40a6f551018d54fd69075e6998212a94e44efdb82c1c5bbc58515dfc830643f9157be797eedd,,,,,,,,,,
Library,,,,,,pathe,2.0.3,optional,MIT,,,,pkg:npm/pathe@2.0.3,,,,,,,,,,,,,,,5948c6700a8fd6041a72841ef8e049b0503b2dde03c97b9422367971cef970b1ef27b76d36c4ee8298712000f0b294be02b68051e3c22ab495b4f2c58ff17cf3,,,,,,,,,,
Library,,,,,@vitest,snapshot,4.0.16,optional,MIT,,,,pkg:npm/%40vitest/snapshot@4.0.16,,,,,,,,,,,,,,,b1fe8d72b621601b1261e7f19ebcbe0d1f27dd4578c566705b161b08952dd9876fb6acd23d1ed57c6ad8d33b2fd3dd0301b8c566c8bb65a322d4a9d24722b55c,,,,,,,,,,
Library,,,,,,es-module-lexer,1.7.0,optional,MIT,,,,pkg:npm/es-module-lexer@1.7.0,,,,,,,,,,,,,,,8c44280b093c8726f6019ce220e2e10eaa66e7edb0c39b8813a9643bfea370e0aeb1f93a2e1307a575df04b5d367b61dcadd23e15a1442feae18d61b756fa404,,,,,,,,,,
Library,,,,,,expect-type,1.3.0,optional,Apache-2.0,,,,pkg:npm/expect-type@1.3.0,,,,,,,,,,,,,,,927bf279ab9886a8ce62f43ae8cce748cb3cdf0987ac2c9c34437a028fb601e6047f150892e895c5d11ad6a94610f2be59ede7d131e20dc8984ac09c816fc3a0,,,,,,,,,,
Library,,,,,,obug,2.1.1,optional,MIT,,,,pkg:npm/obug@2.1.1,,,,,,,,,,,,,,,b93a85f4cb8fada010f88b273dfdfae911b870ff51b548bb30b3b537728473ec1bd1aeb22a978bd259a4d880758d8e4a1cf0254dce93fc945d0bf62ac4737091,,,,,,,,,,
Library,,,,,,std-env,3.10.0,optional,MIT,,,,pkg:npm/std-env@3.10.0,,,,,,,,,,,,,,,e464b5d8574e64d9623399803b115183b22bd295b3f0c769626e8063a54f906a5b03b67399bccd701250d063efbf25a0718ed00210a07fd532f3d234ddf68b92,,,,,,,,,,
Library,,,,,,tinybench,2.9.0,optional,MIT,,,,pkg:npm/tinybench@2.9.0,,,,,,,,,,,,,,,d3e0d4bea58c55a94b9a16ba96be240fc88030ad47cd5d3f68a9c2b566fdbfdeb8d539cffcc15becf7366f1a314234d7004aebc9756050e7efd98a8d965a867a,,,,,,,,,,
Library,,,,,,tinyexec,1.0.2,optional,MIT,,,,pkg:npm/tinyexec@1.0.2,,,,,,,,,,,,,,,5bf29893e3458649ac629b87ab92729278223829f17952fcbfc7459eac520fca8411d45f5e4d520cce89ccda9c1116dc1988fdb4cac3401615f5c8e09ee9c522,,,,,,,,,,
Library,,,,,,why-is-node-running,2.3.0,optional,MIT,,,,pkg:npm/why-is-node-running@2.3.0,,,,,,,,,,,,,,,854ae669605d543731bd8aa7ca1d3dcee9cacd13968db65388dcbc741123912ede8440d089b5c9ed7be59ad6f0b9372552223237e0b25d00f8566928f1f366f3,,,,,,,,,,
Library,,,,,,siginfo,2.0.0,optional,ISC,,,,pkg:npm/siginfo@2.0.0,,,,,,,,,,,,,,,c9bc7458ed7ff1b4812c459766f11dee0316dd29f7245956dd3bd7d674446c32d135035a78d37c58ad26781c0f74068e23b4ed4514499ff12cd7386bac21eeee,,,,,,,,,,
Library,,,,,,stackback,0.0.2,optional,MIT,,,,pkg:npm/stackback@0.0.2,,,,,,,,,,,,,,,d573091397d0a358c61fa63fede6e7c0f3811242049d3e10177d9de51d7e557757bde334201309b7ccdf6b15f53f7421570ad87bee7bebe8e400db524b69816f,,,,,,,,,,
Library,,,,,,aiocache,0.12.3,,,,,,pkg:pypi/aiocache@0.12.3,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,aiofiles,24.1.0,,,,,,pkg:pypi/aiofiles@24.1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,aiohappyeyeballs,2.4.4,,,,,,pkg:pypi/aiohappyeyeballs@2.4.4,,,,,,,,,,,,,,,,,,,,,,,,,
Framework,,,,,,aiohttp,3.11.8,,,,,,pkg:pypi/aiohttp@3.11.8,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,aiosignal,1.3.2,,,,,,pkg:pypi/aiosignal@1.3.2,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,alembic,1.14.0,,,,,,pkg:pypi/alembic@1.14.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,annotated-types,0.7.0,,,,,,pkg:pypi/annotated-types@0.7.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,anthropic,0.43.0,,,,,,pkg:pypi/anthropic@0.43.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,anyio,4.8.0,,,,,,pkg:pypi/anyio@4.8.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,appdirs,1.4.4,,,,,,pkg:pypi/appdirs@1.4.4,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,apscheduler,3.10.4,,,,,,pkg:pypi/apscheduler@3.10.4,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,argon2-cffi,23.1.0,,,,,,pkg:pypi/argon2-cffi@23.1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,argon2-cffi-bindings,21.2.0,,,,,,pkg:pypi/argon2-cffi-bindings@21.2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,asgiref,3.8.1,,,,,,pkg:pypi/asgiref@3.8.1,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,asttokens,3.0.0,,,,,,pkg:pypi/asttokens@3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,async-timeout,5.0.1,,,,,,pkg:pypi/async-timeout@5.0.1,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,attrs,24.3.0,,,,,,pkg:pypi/attrs@24.3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,authlib,1.3.2,,,,,,pkg:pypi/authlib@1.3.2,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,av,12.3.0,,,,,,pkg:pypi/av@12.3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Framework,,,,,,azure-core,1.35.1,,,,,,pkg:pypi/azure-core@1.35.1,,,,,,,,,,,,,,,,,,,,,,,,,
Framework,,,,,,azure-storage-blob,12.25.1,,,,,,pkg:pypi/azure-storage-blob@12.25.1,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,backoff,2.2.1,,,,,,pkg:pypi/backoff@2.2.1,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,bcrypt,4.2.0,,,,,,pkg:pypi/bcrypt@4.2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,beautifulsoup4,4.12.3,,,,,,pkg:pypi/beautifulsoup4@4.12.3,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,bidict,0.23.1,,,,,,pkg:pypi/bidict@0.23.1,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,bitarray,3.0.0,,,,,,pkg:pypi/bitarray@3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,black,24.8.0,,,,,,pkg:pypi/black@24.8.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,blinker,1.9.0,,,,,,pkg:pypi/blinker@1.9.0,,,,,,,,,,,,,,,,,,,,,,,,,
Framework,,,,,,boto3,1.35.53,,,,,,pkg:pypi/boto3@1.35.53,,,,,,,,,,,,,,,,,,,,,,,,,
Framework,,,,,,botocore,1.35.99,,,,,,pkg:pypi/botocore@1.35.99,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,build,1.2.2.post1,,,,,,pkg:pypi/build@1.2.2.post1,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,cachetools,5.5.2,,,,,,pkg:pypi/cachetools@5.5.2,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,certifi,2024.12.14,,,,,,pkg:pypi/certifi@2024.12.14,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,cffi,1.17.1,,,,,,pkg:pypi/cffi@1.17.1,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,chardet,5.2.0,,,,,,pkg:pypi/chardet@5.2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,charset-normalizer,3.4.1,,,,,,pkg:pypi/charset-normalizer@3.4.1,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,chroma-hnswlib,0.7.6,,,,,,pkg:pypi/chroma-hnswlib@0.7.6,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,chromadb,0.5.23,,,,,,pkg:pypi/chromadb@0.5.23,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,click,8.1.8,,,,,,pkg:pypi/click@8.1.8,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,cohere,5.18.0,,,,,,pkg:pypi/cohere@5.18.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,colbert-ai,0.2.21,,,,,,pkg:pypi/colbert-ai@0.2.21,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,colorama,0.4.6,,,,,,pkg:pypi/colorama@0.4.6,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,colorclass,2.2.2,,,,,,pkg:pypi/colorclass@2.2.2,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,coloredlogs,15.0.1,,,,,,pkg:pypi/coloredlogs@15.0.1,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,compressed-rtf,1.0.6,,,,,,pkg:pypi/compressed-rtf@1.0.6,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,crewai,0.140.0,,,,,,pkg:pypi/crewai@0.140.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,crewai-tools,0.49.0,,,,,,pkg:pypi/crewai-tools@0.49.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,cryptography,44.0.0,,,,,,pkg:pypi/cryptography@44.0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,ctranslate2,4.5.0,,,,,,pkg:pypi/ctranslate2@4.5.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,dataclasses-json,0.6.7,,,,,,pkg:pypi/dataclasses-json@0.6.7,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,datasets,3.2.0,,,,,,pkg:pypi/datasets@3.2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,decorator,5.2.1,,,,,,pkg:pypi/decorator@5.2.1,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,defusedxml,0.7.1,,,,,,pkg:pypi/defusedxml@0.7.1,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,deprecation,2.1.0,,,,,,pkg:pypi/deprecation@2.1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,dill,0.3.8,,,,,,pkg:pypi/dill@0.3.8,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,diskcache,5.6.3,,,,,,pkg:pypi/diskcache@5.6.3,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,distro,1.9.0,,,,,,pkg:pypi/distro@1.9.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,dnspython,2.7.0,,,,,,pkg:pypi/dnspython@2.7.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,docker,7.1.0,,,,,,pkg:pypi/docker@7.1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,docstring-parser,0.17.0,,,,,,pkg:pypi/docstring-parser@0.17.0,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,docx2txt,0.8,,,,,,pkg:pypi/docx2txt@0.8,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,duckduckgo-search,7.2.1,,,,,,pkg:pypi/duckduckgo-search@7.2.1,,,,,,,,,,,,,,,,,,,,,,,,,
Library,,,,,,durationpy,0.9,,,,,,pkg:pypi/durationpy@0.9,,,,,,,,,,,,,,,,,,,,,,,,,
